user_id,country,sex,height,weight,bmi,age,years_cl,date_first,time_first,date_last,time_last,grades_count,grades_first,grades_last,grades_max,grades_mean,year_first,year_last,years_recorded
10456,POL,male,174,63,20.81,36,11,2006-04-21,22:00:00,2013-09-27,22:00:00,460,33,51,59,44.197826086956525,2006,2013,7
10475,CHE,male,175,73,23.84,28,19,2006-04-17,22:00:00,2017-08-05,22:00:00,152,55,55,66,58.04605263157895,2006,2017,11
10482,FRA,male,172,53,17.92,43,24,1997-08-14,22:00:00,1997-04-22,22:00:00,12,62,59,64,60.583333333333336,1997,1997,0
10483,CHE,male,181,88,26.86,47,14,2008-08-20,22:00:00,2008-08-01,22:00:00,6,49,46,49,47.5,2008,2008,0
10494,DNK,male,178,73,23.04,40,14,2005-09-23,22:00:00,2009-07-15,22:00:00,7,45,36,46,41.57142857142857,2005,2009,4
10497,FRA,male,180,78,24.07,37,21,2004-02-22,23:00:00,2010-08-08,22:00:00,113,64,57,64,55.48672566371681,2004,2010,6
10508,AUT,female,166,58,21.05,30,21,2005-03-27,22:00:00,2017-08-26,22:00:00,591,62,53,70,55.89340101522843,2005,2017,12
10514,AUS,female,153,53,22.64,32,14,2006-03-16,23:00:00,2006-03-16,23:00:00,1,49,49,49,49.0,2006,2006,0
10515,BRA,female,167,58,20.8,33,15,2005-09-30,22:00:00,2007-09-09,22:00:00,17,49,46,49,43.35294117647059,2005,2007,2
10522,ITA,male,180,68,20.99,39,13,2005-10-17,22:00:00,2005-07-15,22:00:00,14,35,38,38,36.142857142857146,2005,2005,0
10525,FRA,male,170,68,23.53,36,13,2005-09-09,22:00:00,2009-01-20,23:00:00,14,38,46,49,40.85714285714285,2005,2009,4
10527,SWE,male,176,78,25.18,33,13,2005-08-12,22:00:00,2006-06-14,22:00:00,7,33,42,42,36.42857142857143,2005,2006,1
10542,RUS,male,170,68,23.53,38,15,2005-10-16,22:00:00,2005-10-15,22:00:00,3,40,40,42,40.66666666666666,2005,2005,0
10544,other,female,170,58,20.07,40,12,2007-08-14,22:00:00,2008-08-23,22:00:00,41,46,55,57,40.78048780487805,2007,2008,1
10551,USA,male,193,83,22.28,36,12,2006-06-24,22:00:00,2007-11-24,23:00:00,19,46,49,49,41.1578947368421,2006,2007,1
10553,SVN,male,172,63,21.3,26,15,2006-11-13,23:00:00,2009-07-18,22:00:00,84,51,53,64,54.285714285714285,2006,2009,3
10556,FRA,male,185,73,21.33,55,27,2005-10-25,22:00:00,2008-05-04,22:00:00,45,53,49,53,50.04444444444445,2005,2008,3
10557,USA,male,188,68,19.24,29,17,2005-09-30,22:00:00,2005-09-30,22:00:00,21,51,36,51,41.23809523809524,2005,2005,0
10560,ITA,male,189,73,20.44,36,17,2005-10-20,22:00:00,2013-05-26,22:00:00,155,62,53,64,54.58064516129032,2005,2013,8
10583,POL,male,178,63,19.88,33,15,2005-09-09,22:00:00,2017-05-30,22:00:00,175,53,48,62,48.95428571428572,2005,2017,12
10590,ITA,male,169,58,20.31,42,19,2006-04-01,22:00:00,2006-04-29,22:00:00,7,38,38,42,38.285714285714285,2006,2006,0
10612,ESP,male,191,83,22.75,35,17,2005-04-01,22:00:00,2017-08-14,22:00:00,912,55,53,68,54.04495614035088,2005,2017,12
10616,ZAF,male,178,68,21.46,35,16,2008-06-17,22:00:00,2009-06-10,22:00:00,12,42,36,44,36.91666666666666,2008,2009,1
10618,GBR,male,155,63,26.22,35,17,2007-04-19,22:00:00,2008-08-12,22:00:00,12,53,36,53,41.91666666666666,2007,2008,1
10625,other,male,180,73,22.53,39,15,2015-09-19,22:00:00,2016-04-22,22:00:00,2,59,57,59,58.0,2015,2016,1
10626,AUT,male,185,78,22.79,32,15,2005-10-14,22:00:00,2014-09-05,22:00:00,40,49,55,64,53.625,2005,2014,9
10627,ITA,male,174,68,22.46,51,26,2008-05-13,22:00:00,2014-05-07,22:00:00,84,55,53,64,55.76190476190476,2008,2014,6
10633,USA,male,188,73,20.65,38,15,2005-09-04,22:00:00,2016-10-27,22:00:00,85,49,46,62,48.62352941176471,2005,2016,11
10636,ESP,male,168,53,18.78,27,15,2006-07-15,22:00:00,2014-08-24,22:00:00,113,62,62,72,61.43362831858407,2006,2014,8
10640,FRA,male,191,78,21.38,41,21,2005-09-15,22:00:00,2012-08-03,22:00:00,115,62,62,64,54.756521739130434,2005,2012,7
10649,ITA,male,170,63,21.8,35,17,2005-09-30,22:00:00,2011-12-04,23:00:00,25,57,62,64,56.24,2005,2011,6
10654,HRV,male,178,78,24.62,41,16,2004-02-29,23:00:00,2011-04-09,22:00:00,49,40,42,49,38.42857142857143,2004,2011,7
10661,USA,male,178,63,19.88,40,20,2005-06-30,22:00:00,2009-09-19,22:00:00,51,53,64,64,53.62745098039216,2005,2009,4
10670,other,male,178,68,21.46,36,15,2005-10-28,22:00:00,2017-08-22,22:00:00,183,42,53,57,41.78688524590164,2005,2017,12
10675,PRT,male,183,73,21.8,43,17,2005-10-05,22:00:00,2009-04-14,22:00:00,13,40,36,40,36.0,2005,2009,4
10678,HRV,male,182,78,23.55,42,14,2005-09-30,22:00:00,2010-03-26,23:00:00,46,35,36,51,37.69565217391305,2005,2010,5
10683,SVN,male,188,73,20.65,33,12,2005-10-31,23:00:00,2008-01-13,23:00:00,53,54,68,68,59.9811320754717,2005,2008,3
10686,CHE,male,180,63,19.44,46,28,1995-12-28,23:00:00,2017-08-08,22:00:00,101,64,57,66,56.772277227722775,1995,2017,22
10692,SWE,male,170,68,23.53,45,18,2006-09-07,22:00:00,2006-08-15,22:00:00,16,44,40,49,43.0,2006,2006,0
10693,FRA,male,171,58,19.84,42,21,2005-11-04,23:00:00,2010-07-27,22:00:00,30,44,57,57,49.03333333333333,2005,2010,5
10696,USA,female,175,58,18.94,41,16,2005-06-19,22:00:00,2007-10-22,22:00:00,30,55,53,59,50.5,2005,2007,2
10698,other,male,174,68,22.46,31,18,2005-02-24,23:00:00,2015-02-07,23:00:00,153,65,63,68,53.27450980392157,2005,2015,10
10706,USA,male,165,68,24.98,31,17,2006-01-19,23:00:00,2017-05-06,22:00:00,32,57,51,59,52.40625,2006,2017,11
10708,AUS,male,181,83,25.34,44,25,2004-09-15,22:00:00,2017-04-13,22:00:00,200,54,42,59,47.565,2004,2017,13
10712,AUS,female,150,43,19.11,38,14,2005-10-02,22:00:00,2008-02-01,23:00:00,28,49,52,53,44.535714285714285,2005,2008,3
10714,RUS,male,168,53,18.78,30,14,2005-07-31,22:00:00,2005-11-30,23:00:00,17,62,59,72,61.70588235294117,2005,2005,0
10724,RUS,female,168,48,17.01,32,12,2006-05-12,22:00:00,2006-05-04,22:00:00,4,49,40,49,44.25,2006,2006,0
10731,USA,male,184,83,24.52,31,14,2005-05-18,22:00:00,2006-04-13,22:00:00,3,32,36,36,32.333333333333336,2005,2006,1
10736,RUS,male,178,68,21.46,36,16,2005-09-30,22:00:00,2006-06-11,22:00:00,23,36,29,44,35.130434782608695,2005,2006,1
10738,AUS,male,184,78,23.04,27,14,2005-10-31,23:00:00,2014-08-09,22:00:00,19,44,53,53,37.05263157894737,2005,2014,9
10739,SWE,male,182,73,22.04,32,21,2005-07-26,22:00:00,2007-05-01,22:00:00,55,49,53,57,51.2,2005,2007,2
10741,ZAF,male,173,73,24.39,38,17,2005-10-21,22:00:00,2016-08-26,22:00:00,245,53,57,64,48.33877551020408,2005,2016,11
10743,SWE,male,188,78,22.07,31,14,2005-07-02,22:00:00,2005-07-02,22:00:00,1,38,38,38,38.0,2005,2005,0
10745,USA,male,174,53,17.51,29,13,2005-05-20,22:00:00,2012-03-16,23:00:00,102,53,66,72,58.50980392156863,2005,2012,7
10747,ESP,male,171,63,21.55,40,21,2005-11-11,23:00:00,2006-10-14,22:00:00,13,51,51,57,46.61538461538461,2005,2006,1
10753,ITA,male,174,68,22.46,39,17,2005-11-01,23:00:00,2017-08-29,22:00:00,183,53,55,66,56.86338797814208,2005,2017,12
10761,SVN,male,186,73,21.1,37,13,2005-10-18,22:00:00,2006-05-13,22:00:00,8,36,33,36,33.125,2005,2006,1
10763,PRT,male,180,68,20.99,41,14,2005-11-04,23:00:00,2007-09-21,22:00:00,24,49,51,53,47.708333333333336,2005,2007,2
10771,ESP,male,167,68,24.38,37,15,2005-03-21,23:00:00,2007-12-14,23:00:00,40,42,49,49,44.3,2005,2007,2
10774,SVN,male,188,68,19.24,31,12,2006-01-13,23:00:00,2017-06-07,22:00:00,687,36,57,64,43.72197962154294,2006,2017,11
10779,RUS,male,183,68,20.31,34,16,2004-05-07,22:00:00,2014-05-11,22:00:00,108,46,53,66,54.4537037037037,2004,2014,10
10789,AUS,male,185,68,19.87,36,19,2005-05-10,22:00:00,2014-04-04,22:00:00,136,36,62,66,56.213235294117645,2005,2014,9
10794,FRA,male,177,63,20.11,44,25,2000-03-31,22:00:00,2017-04-16,22:00:00,28,49,33,49,37.92857142857143,2000,2017,17
10795,other,male,174,63,20.81,32,17,2005-10-31,23:00:00,2013-03-16,23:00:00,88,40,40,62,46.5,2005,2013,8
10804,ITA,male,180,73,22.53,49,17,2005-10-07,22:00:00,2017-08-26,22:00:00,161,49,44,61,48.87577639751553,2005,2017,12
10806,FRA,male,170,63,21.8,32,16,2005-01-31,23:00:00,2017-09-10,22:00:00,646,64,62,75,63.53405572755418,2005,2017,12
10807,ESP,male,175,68,22.2,33,15,2005-01-05,23:00:00,2006-08-11,22:00:00,34,64,68,68,59.8235294117647,2005,2006,1
10812,other,male,170,63,21.8,26,14,2015-03-10,23:00:00,2017-04-05,22:00:00,33,52,64,66,55.81818181818182,2015,2017,2
10814,NLD,male,169,63,22.06,42,23,2005-10-17,22:00:00,2011-04-24,22:00:00,24,36,49,51,38.25,2005,2011,6
10820,CZE,male,183,68,20.31,28,13,2006-10-26,22:00:00,2006-10-28,22:00:00,2,59,57,59,58.0,2006,2006,0
10826,PRT,male,172,58,19.61,33,12,2007-07-01,22:00:00,2009-03-14,23:00:00,10,53,50,53,46.7,2007,2009,2
10830,MEX,male,172,63,21.3,41,18,1999-12-26,23:00:00,1999-12-26,23:00:00,1,40,40,40,40.0,1999,1999,0
10840,ESP,male,187,78,22.31,45,18,2005-10-31,23:00:00,2017-04-22,22:00:00,472,55,51,62,50.70550847457627,2005,2017,12
10841,ESP,male,172,63,21.3,45,19,2003-09-26,22:00:00,2016-12-24,23:00:00,352,44,59,59,47.84375,2003,2016,13
10845,other,male,185,73,21.33,32,17,2005-10-09,22:00:00,2013-06-08,22:00:00,90,46,49,57,46.477777777777774,2005,2013,8
10847,RUS,male,178,68,21.46,35,16,2005-08-01,22:00:00,2013-06-03,22:00:00,79,59,44,64,52.03797468354431,2005,2013,8
10852,FRA,male,182,68,20.53,38,17,2006-02-08,23:00:00,2010-07-15,22:00:00,30,49,51,55,50.0,2006,2010,4
10859,SWE,male,174,68,22.46,38,20,2005-07-08,22:00:00,2005-12-07,23:00:00,23,57,56,64,58.95652173913044,2005,2005,0
10860,BRA,male,173,73,24.39,44,23,2007-11-18,23:00:00,2015-06-14,22:00:00,134,49,55,64,51.41044776119403,2007,2015,8
10866,POL,male,173,68,22.72,36,17,2005-05-31,22:00:00,2007-03-30,22:00:00,42,49,38,49,40.785714285714285,2005,2007,2
10878,ITA,male,187,73,20.88,29,20,2005-07-13,22:00:00,2013-03-15,23:00:00,176,62,59,70,60.73863636363637,2005,2013,8
10883,ESP,male,172,73,24.68,47,21,2006-08-16,22:00:00,2012-05-12,22:00:00,101,39,40,49,39.48514851485149,2006,2012,6
10885,other,male,181,73,22.28,36,13,2006-07-30,22:00:00,2010-12-06,23:00:00,196,40,48,55,41.41836734693877,2006,2010,4
10902,ESP,male,166,63,22.86,41,17,2003-07-04,22:00:00,2017-09-08,22:00:00,204,62,59,68,57.05392156862745,2003,2017,14
10922,CZE,male,190,78,21.61,31,15,2006-08-28,22:00:00,2007-04-30,22:00:00,24,62,62,64,61.125,2006,2007,1
10929,other,female,178,68,21.46,38,16,2005-11-14,23:00:00,2006-10-03,22:00:00,41,42,49,49,39.0,2005,2006,1
10942,PRT,male,194,88,23.38,40,14,2005-03-31,22:00:00,2012-03-20,23:00:00,28,46,51,57,49.142857142857146,2005,2012,7
10944,DEU,male,171,63,21.55,30,20,2009-04-18,22:00:00,2010-05-15,22:00:00,2,59,64,64,61.5,2009,2010,1
10945,other,male,178,68,21.46,30,16,2006-09-23,22:00:00,2011-02-28,23:00:00,4,57,62,62,60.75,2006,2011,5
10970,CZE,male,185,83,24.25,40,26,2005-11-21,23:00:00,2005-11-21,23:00:00,3,42,53,53,47.0,2005,2005,0
10973,other,male,174,68,22.46,37,22,2003-10-31,23:00:00,2009-09-28,22:00:00,5,59,51,59,53.0,2003,2009,6
10979,other,male,176,58,18.72,33,19,2006-07-18,22:00:00,2006-07-18,22:00:00,1,55,55,55,55.0,2006,2006,0
10980,USA,female,165,58,21.3,37,17,2007-02-17,23:00:00,2010-11-21,23:00:00,41,53,51,57,48.19512195121951,2007,2010,3
10990,FRA,female,162,53,20.2,44,13,2006-08-12,22:00:00,2007-08-17,22:00:00,26,38,36,44,37.73076923076923,2006,2007,1
10997,other,female,163,53,19.95,35,14,2005-06-30,22:00:00,2017-08-31,22:00:00,325,46,46,57,41.77230769230769,2005,2017,12
10998,USA,male,173,68,22.72,31,15,2005-12-31,23:00:00,2008-07-29,22:00:00,46,62,57,64,59.52173913043478,2005,2008,3
10999,USA,male,173,68,22.72,30,14,2006-04-12,22:00:00,2006-04-13,22:00:00,2,51,49,51,50.0,2006,2006,0
11012,ESP,male,167,63,22.59,42,17,2006-10-11,22:00:00,2007-11-23,23:00:00,18,66,70,70,63.888888888888886,2006,2007,1
11014,USA,male,183,78,23.29,30,14,2006-02-28,23:00:00,2015-09-08,22:00:00,111,51,70,70,57.972972972972975,2006,2015,9
11030,SWE,male,183,73,21.8,37,15,2005-04-01,22:00:00,2017-08-15,22:00:00,1027,36,49,67,47.25511197663096,2005,2017,12
11031,FRA,male,190,73,20.22,28,12,2006-07-21,22:00:00,2017-08-11,22:00:00,57,49,57,62,52.280701754385966,2006,2017,11
11033,BEL,female,163,48,18.07,36,17,2005-08-02,22:00:00,2008-09-19,22:00:00,117,43,49,57,48.282051282051285,2005,2008,3
11052,BRA,male,185,73,21.33,38,22,2005-08-10,22:00:00,2009-05-25,22:00:00,46,53,55,62,53.04347826086956,2005,2009,4
11055,SWE,male,183,78,23.29,34,17,2006-08-18,22:00:00,2011-07-18,22:00:00,56,57,44,59,47.285714285714285,2006,2011,5
11061,ESP,male,176,73,23.57,39,14,2005-11-30,23:00:00,2005-11-30,23:00:00,2,33,33,33,33.0,2005,2005,0
11065,USA,male,178,68,21.46,34,17,2005-12-09,23:00:00,2017-08-12,22:00:00,646,53,49,66,46.469040247678016,2005,2017,12
11066,other,male,166,63,22.86,37,17,2003-12-31,23:00:00,2009-03-31,22:00:00,42,49,59,59,43.40476190476191,2003,2009,6
11070,ESP,male,182,73,22.04,49,25,2005-12-05,23:00:00,2017-09-01,22:00:00,754,55,50,62,52.48806366047745,2005,2017,12
11076,GBR,male,181,68,20.76,12,15,2006-07-03,22:00:00,2012-04-05,22:00:00,5,62,55,62,57.2,2006,2012,6
11081,ESP,male,171,63,21.55,45,25,2005-03-29,22:00:00,2017-09-01,22:00:00,475,61,62,70,58.53684210526316,2005,2017,12
11088,other,male,173,58,19.38,39,18,2003-04-30,22:00:00,2016-09-17,22:00:00,55,44,44,58,47.81818181818182,2003,2016,13
11093,USA,male,185,68,19.87,33,12,2006-10-28,22:00:00,2009-07-24,22:00:00,28,44,42,46,37.17857142857143,2006,2009,3
11096,ESP,male,180,73,22.53,45,20,2004-11-12,23:00:00,2017-08-14,22:00:00,249,62,53,64,53.36144578313253,2004,2017,13
11098,BRA,male,172,63,21.3,36,15,2005-11-30,23:00:00,2007-03-09,23:00:00,3,53,53,53,49.333333333333336,2005,2007,2
11107,DEU,male,180,73,22.53,46,22,2005-09-20,22:00:00,2011-10-06,22:00:00,49,64,57,64,58.326530612244895,2005,2011,6
11108,DEU,male,177,68,21.71,33,17,2005-11-30,23:00:00,2015-07-12,22:00:00,101,64,62,68,60.306930693069305,2005,2015,10
11110,RUS,male,181,63,19.23,30,17,2005-04-30,22:00:00,2006-09-06,22:00:00,26,62,53,68,60.07692307692308,2005,2006,1
11122,SWE,male,186,93,26.88,41,14,2006-05-26,22:00:00,2006-05-06,22:00:00,3,29,36,36,31.0,2006,2006,0
11123,other,male,170,63,21.8,33,19,2006-04-11,22:00:00,2009-05-09,22:00:00,189,49,59,70,57.095238095238095,2006,2009,3
11133,AUS,male,191,68,18.64,33,13,2006-09-17,22:00:00,2007-12-01,23:00:00,10,49,53,55,49.6,2006,2007,1
11137,other,male,170,63,21.8,37,16,2005-10-19,22:00:00,2012-06-21,22:00:00,198,51,49,59,42.75252525252525,2005,2012,7
11146,ZAF,male,181,73,22.28,34,12,2006-11-01,23:00:00,2006-10-31,23:00:00,8,42,33,42,37.5,2006,2006,0
11169,GBR,male,186,88,25.44,31,15,2006-07-07,22:00:00,2006-04-11,22:00:00,8,40,42,44,39.25,2006,2006,0
11173,ESP,male,165,58,21.3,38,22,2007-04-15,22:00:00,2014-08-11,22:00:00,3,48,55,59,54.0,2007,2014,7
11193,USA,male,182,63,19.02,29,15,2005-06-30,22:00:00,2007-10-03,22:00:00,5,46,64,64,52.4,2005,2007,2
11206,FRA,male,179,68,21.22,26,17,2005-12-23,23:00:00,2010-08-04,22:00:00,157,62,72,75,63.197452229299365,2005,2010,5
11212,FRA,male,180,68,20.99,28,17,2006-05-07,22:00:00,2015-08-21,22:00:00,82,55,51,66,53.329268292682926,2006,2015,9
11218,BRA,female,159,48,18.99,34,15,2006-07-15,22:00:00,2011-06-22,22:00:00,7,49,40,49,37.85714285714285,2006,2011,5
11227,HRV,male,190,78,21.61,35,12,2006-12-02,23:00:00,2006-08-22,22:00:00,7,44,44,51,45.42857142857143,2006,2006,0
11229,SWE,male,190,88,24.38,34,15,2005-12-26,23:00:00,2007-05-22,22:00:00,102,49,49,57,47.94117647058823,2005,2007,2
11232,HRV,male,178,68,21.46,41,18,2002-12-26,23:00:00,2005-11-30,23:00:00,2,49,55,55,52.0,2002,2005,3
11239,ESP,male,172,53,17.92,37,24,2006-10-09,22:00:00,2006-10-09,22:00:00,47,35,40,53,41.53191489361702,2006,2006,0
11261,ITA,male,169,63,22.06,36,12,2005-10-31,23:00:00,2007-11-02,23:00:00,29,36,36,44,37.72413793103448,2005,2007,2
11264,USA,male,178,73,23.04,33,13,2005-06-11,22:00:00,2008-03-15,23:00:00,75,42,46,59,44.6,2005,2008,3
11286,USA,male,190,78,21.61,28,13,2012-03-21,23:00:00,2012-03-21,23:00:00,1,51,51,51,51.0,2012,2012,0
11288,ESP,male,183,63,18.81,31,13,2005-12-30,23:00:00,2017-09-09,22:00:00,935,36,55,57,42.39251336898396,2005,2017,12
11301,AUS,female,174,58,19.16,29,13,2005-11-30,23:00:00,2017-08-12,22:00:00,305,36,52,62,47.13442622950819,2005,2017,12
11306,ITA,male,178,68,21.46,44,13,2009-05-01,22:00:00,2011-07-03,22:00:00,35,45,45,51,40.885714285714286,2009,2011,2
11308,SWE,male,187,88,25.17,43,20,2007-08-04,22:00:00,2009-06-08,22:00:00,23,40,38,49,37.30434782608695,2007,2009,2
11311,ESP,male,170,68,23.53,29,17,2006-12-30,23:00:00,2013-01-16,23:00:00,32,36,49,53,40.0,2006,2013,7
11314,NLD,female,160,48,18.75,40,16,2005-12-26,23:00:00,2017-08-13,22:00:00,306,55,49,62,50.77777777777778,2005,2017,12
11315,ESP,male,180,78,24.07,29,14,2006-01-02,23:00:00,2007-10-30,23:00:00,50,55,57,62,55.08,2006,2007,1
11323,SVN,female,155,48,19.98,33,26,2006-04-07,22:00:00,2008-03-25,23:00:00,6,59,72,72,65.33333333333333,2006,2008,2
11327,AUT,female,160,53,20.7,30,21,2003-09-04,22:00:00,2015-11-30,23:00:00,122,64,62,66,58.33606557377049,2003,2015,12
11330,other,male,187,63,18.02,32,17,2001-09-08,22:00:00,2012-09-17,22:00:00,189,37,53,59,42.61375661375661,2001,2012,11
11331,AUT,male,183,78,23.29,34,12,2010-07-16,22:00:00,2016-10-13,22:00:00,52,50,49,53,43.05769230769231,2010,2016,6
11338,SWE,male,178,68,21.46,40,17,2005-05-03,22:00:00,2011-11-14,23:00:00,264,62,57,64,52.68560606060606,2005,2011,6
11344,DNK,male,186,83,23.99,42,13,2006-06-03,22:00:00,2010-05-01,22:00:00,66,42,40,51,40.81818181818182,2006,2010,4
11352,GBR,male,182,73,22.04,36,16,2005-10-21,22:00:00,2005-10-21,22:00:00,1,44,44,44,44.0,2005,2005,0
11370,CHE,male,177,68,21.71,30,17,2005-12-25,23:00:00,2006-10-07,22:00:00,30,57,62,62,56.86666666666667,2005,2006,1
11371,CHE,female,163,53,19.95,35,16,2006-01-04,23:00:00,2013-10-16,22:00:00,284,49,46,55,41.2112676056338,2006,2013,7
11372,other,male,189,88,24.64,41,12,2006-01-02,23:00:00,2011-05-28,22:00:00,328,40,39,49,39.01829268292683,2006,2011,5
11383,MEX,male,178,68,21.46,37,29,2005-12-31,23:00:00,2009-04-19,22:00:00,55,57,48,64,56.09090909090909,2005,2009,4
11400,AUT,male,178,73,23.04,35,12,2006-06-30,22:00:00,2006-06-30,22:00:00,2,40,44,44,42.0,2006,2006,0
11403,CZE,male,182,73,22.04,45,29,2005-10-29,22:00:00,2013-03-04,23:00:00,139,62,61,64,57.50359712230216,2005,2013,8
11406,GBR,male,184,78,23.04,40,19,2006-09-09,22:00:00,2013-09-04,22:00:00,7,51,49,57,51.57142857142857,2006,2013,7
11407,ESP,male,178,68,21.46,35,12,2005-12-31,23:00:00,2007-10-30,23:00:00,44,49,46,55,47.79545454545455,2005,2007,2
11408,NOR,male,176,73,23.57,35,15,2005-10-31,23:00:00,2007-09-14,22:00:00,81,46,49,53,42.79012345679013,2005,2007,2
11414,CAN,male,177,68,21.71,32,16,2004-05-19,22:00:00,2004-05-19,22:00:00,5,51,51,57,53.0,2004,2004,0
11417,ESP,male,186,83,23.99,33,9,2010-03-22,23:00:00,2010-06-14,22:00:00,2,44,42,44,43.0,2010,2010,0
11421,BRA,male,179,73,22.78,36,17,2005-09-06,22:00:00,2013-03-28,23:00:00,191,53,49,59,45.03664921465968,2005,2013,8
11426,other,male,180,68,20.99,41,28,2005-12-28,23:00:00,2012-04-30,22:00:00,47,36,44,55,42.82978723404256,2005,2012,7
11427,NLD,female,177,63,20.11,35,16,2006-05-16,22:00:00,2006-07-12,22:00:00,4,59,59,59,58.0,2006,2006,0
11429,PRT,male,174,63,20.81,44,16,2002-08-10,22:00:00,2014-03-06,23:00:00,78,57,55,64,55.64102564102564,2002,2014,12
11430,USA,male,173,63,21.05,27,12,2006-07-12,22:00:00,2006-07-12,22:00:00,1,51,51,51,51.0,2006,2006,0
11440,FRA,male,185,73,21.33,28,16,2005-08-31,22:00:00,2011-04-08,22:00:00,85,51,36,55,42.84705882352941,2005,2011,6
11448,FRA,male,181,78,23.81,37,12,2006-04-21,22:00:00,2006-11-19,23:00:00,2,29,36,36,32.5,2006,2006,0
11452,USA,male,186,78,22.55,41,20,2005-07-03,22:00:00,2012-09-15,22:00:00,67,57,53,59,53.59701492537314,2005,2012,7
11464,USA,male,185,73,21.33,37,19,2006-03-26,22:00:00,2009-10-21,22:00:00,26,51,49,59,47.5,2006,2009,3
11469,NLD,female,170,58,20.07,38,18,2006-01-01,23:00:00,2011-03-27,22:00:00,17,53,55,57,49.94117647058823,2006,2011,5
11481,CHE,male,173,63,21.05,35,14,2005-10-01,22:00:00,2010-09-08,22:00:00,173,57,57,66,56.89595375722544,2005,2010,5
11482,CHE,male,175,63,20.57,36,12,2007-09-08,22:00:00,2010-03-16,23:00:00,14,53,49,53,47.57142857142857,2007,2010,3
11483,USA,male,168,63,22.32,33,13,2006-01-08,23:00:00,2015-05-01,22:00:00,371,50,57,70,51.088948787062,2006,2015,9
11491,BRA,male,173,63,21.05,32,14,2006-01-21,23:00:00,2017-05-18,22:00:00,137,53,59,64,51.75912408759124,2006,2017,11
11505,USA,male,179,83,25.9,32,12,2006-07-12,22:00:00,2006-07-12,22:00:00,1,51,51,51,51.0,2006,2006,0
11510,SWE,male,178,73,23.04,31,12,2013-03-25,23:00:00,2013-03-25,23:00:00,3,42,38,42,40.0,2013,2013,0
11529,POL,male,175,78,25.47,31,14,2005-06-04,22:00:00,2005-06-04,22:00:00,1,31,31,31,31.0,2005,2005,0
11534,ESP,male,180,68,20.99,35,17,2006-07-03,22:00:00,2017-08-14,22:00:00,514,51,62,64,53.175097276264594,2006,2017,11
11535,SWE,male,183,73,21.8,42,12,2006-06-02,22:00:00,2007-02-02,23:00:00,29,33,36,36,33.62068965517241,2006,2007,1
11536,SWE,male,186,83,23.99,35,11,2006-07-02,22:00:00,2009-12-01,23:00:00,14,40,42,42,35.5,2006,2009,3
11540,FRA,female,165,43,15.79,26,18,2005-08-31,22:00:00,2007-02-20,23:00:00,30,51,59,64,53.8,2005,2007,2
11545,ESP,male,178,78,24.62,39,21,2006-01-07,23:00:00,2016-04-13,22:00:00,6,29,38,46,37.0,2006,2016,10
11548,other,male,180,73,22.53,30,16,2006-08-03,22:00:00,2010-05-30,22:00:00,52,62,66,68,56.44230769230769,2006,2010,4
11552,other,male,181,73,22.28,33,17,2005-10-31,23:00:00,2013-11-02,23:00:00,39,49,51,57,45.48717948717949,2005,2013,8
11556,SWE,male,174,73,24.11,35,11,2006-06-22,22:00:00,2006-06-30,22:00:00,5,42,38,42,39.6,2006,2006,0
11558,FRA,male,178,78,24.62,28,18,2005-12-31,23:00:00,2017-08-07,22:00:00,82,55,53,64,58.03658536585366,2005,2017,12
11563,USA,male,184,68,20.09,33,20,2005-09-03,22:00:00,2011-10-21,22:00:00,89,33,44,59,40.70786516853933,2005,2011,6
11567,ITA,male,178,73,23.04,41,14,2011-05-12,22:00:00,2016-03-12,23:00:00,47,44,42,53,43.48936170212766,2011,2016,5
11577,NLD,male,180,68,20.99,39,20,2004-03-13,23:00:00,2009-09-19,22:00:00,54,49,49,53,47.2037037037037,2004,2009,5
11581,USA,male,183,73,21.8,40,21,2005-12-31,23:00:00,2017-04-07,22:00:00,194,53,51,64,53.855670103092784,2005,2017,12
11582,ESP,male,171,63,21.55,25,13,2006-03-31,22:00:00,2016-03-02,23:00:00,78,46,53,66,56.0,2006,2016,10
11603,AUT,male,173,63,21.05,27,14,2005-10-31,23:00:00,2013-07-22,22:00:00,109,68,72,75,66.44954128440367,2005,2013,8
11612,ITA,male,180,58,17.9,25,13,2005-12-14,23:00:00,2011-12-19,23:00:00,112,54,49,66,53.285714285714285,2005,2011,6
11618,BRA,male,188,78,22.07,29,14,2005-12-31,23:00:00,2013-12-20,23:00:00,24,49,53,64,54.875,2005,2013,8
11625,ESP,male,180,78,24.07,39,14,2005-11-24,23:00:00,2005-10-08,22:00:00,8,62,57,62,58.125,2005,2005,0
11628,DEU,male,173,68,22.72,34,20,2002-12-31,23:00:00,2014-08-23,22:00:00,174,68,51,70,59.48275862068966,2002,2014,12
11631,CZE,male,187,78,22.31,35,28,2005-08-31,22:00:00,2008-06-04,22:00:00,46,46,53,57,48.60869565217392,2005,2008,3
11635,BRA,male,185,63,18.41,30,12,2006-10-12,22:00:00,2006-10-12,22:00:00,1,44,44,44,44.0,2006,2006,0
11654,GBR,male,178,73,23.04,35,22,2004-08-31,22:00:00,2017-05-27,22:00:00,260,59,62,69,60.35,2004,2017,13
11664,ESP,male,168,63,22.32,42,24,1998-05-22,22:00:00,2007-12-06,23:00:00,48,61,56,68,62.125,1998,2007,9
